question,answer,contexts,ground_truth,context_entity_recall
What is the size of the library used in the article - Leucine zipper-based sorting system enables generation of multi-1 functional CAR T cells?,The text does not mention the size of the library used in the article. It only discusses the development of a leucine zipper-based sorting system for generating multi-functional CAR T cells.,"['1 Title: Leucine zipper -based sorting system enables generation of multi -functional CAR T cells 1 2 Authors: 3 Scott E. James1-5, Sophia Chen3, Brandon D. Ng2,3, Jacob S. Fischman3, Lorenz Jahn3, Alexander 4 P. Boardman10, Adhithi Rajagopalan3, Harold K. Elias3,6, Alyssa Massa3, Dylan Manuele3, 5 Katherine B. Nichols3, Amina Lazrak3, Nicole Lee3, Teng Fei7, Susan DeWolf8, Jonathan U. 6 Peled1,2, Santosha A. Vardhana2,5,9-10, Christopher A. Klebanoff2,4-5,9, and Marcel R. M. '
 '4 Results 154 155 Leucine zipper -based sorting system enables single -step magnetic purification of dual - 156 transduced cells 157 To generate multi -CAR T cells able to simultaneously target multiple antigens and 158 overcome tumor -induced immune suppression strategies , we first develop ed a method to 159 increase the number of transgenes integrated in to engineered T cells by co-transducing with two 160 vectors . '
 'To facilitate 512 manufacturing of these complex multi -receptor T cell products , we devised a leucine zipper -based 513 sorting system, which demonstrated great versatility, enabling the selective purif ication of dual- 514 transduced multi -CAR T cells by magnetically sorting on zipper -tagged safety -switch, dominant 515 negative, and switch receptor molecules. ']",The article does not provide information on the size of the library used for generating multi-functional CAR T cells.,0.4999999975
What assays have been discussed in the article - Leucine zipper-based sorting system enables generation of multi-1 functional CAR T cells?,"The article discusses various assays related to Chimeric Antigen Receptor (CAR) T cell engineering and optimization. Some specific assays mentioned include:

1. Multi-specific targeting: The article highlights the need for optimizing multi-specific targeting by CAR T cells to improve their efficacy in treating different types of cancers.
2. Screening approaches: The authors suggest that similar screening approaches used for other CARs and target cancer cells are needed to determine the optimal signaling domains for each CAR type.
3. Library screening: The article mentions the importance of library screening to identify combinations of binding, hinge, linker, transmembrane, and signaling domains that produce optimal T cell function.

These assays aim to optimize CAR T cell design and functionality to improve their therapeutic potential in treating various types of cancers.","['Building on the four modular components of CARs and informed by the success and failures of CAR T cells in clinical studies, investigators are innovatively engi-neering CAR T cells in a variety of ways. '
 'Building on the four modular components of CARs and informed by the success and failures of CAR T cells in clinical studies, investigators are innovatively engi-neering CAR T cells in a variety of ways. '
 'Articles Nature MediciNeT cells. Future work is needed to optimize multi-specific targeting by CAR T cells to improve the efficacy of this class of therapeutics both in B cell malignancies and other solid and liquid cancers. '
 'Similar screening approaches with other CARs and target cancer cells are needed to determine the optimal signaling domains for each CAR a n dt u m o rt y p e .L i b r a r i e sm a ya l s ob eo fu s e in identifying combinations of binding, hinge, linker, transmembrane, and signaling domains that produce optimal T cell function and as- sessing the safety and toxicity of such combi- nations. Exploration of t hese larger libraries may benefit from machine learning owing to the size and complexity of the combinatorial space. ']","The article ""Leucine zipper-based sorting system enables generation of multi-1 functional CAR T cells"" discusses several assays aimed at evaluating the functionality and performance of CAR T cells. These assays play crucial roles in assessing various aspects of CAR T cell behavior, including target recognition, activation, proliferation, and cytotoxicity against cancer cells. Common assays mentioned may include:

1. Cytokine secretion assays: These measure the production of cytokines like interleukin-2 (IL-2) or interferon-gamma (IFN-_) upon CAR T cell activation, providing insight into their immune response and functionality.

2. Cytotoxicity assays: These assess the ability of CAR T cells to kill target cancer cells, often using methods like flow cytometry or live-cell imaging to quantify target cell death.

3. Proliferation assays: These determine the ability of CAR T cells to expand and proliferate in response to antigen stimulation, typically monitored over time through cell counting or dye dilution techniques.

4. In vivo efficacy studies: These involve testing CAR T cells in animal models to evaluate their therapeutic potential and anti-tumor activity in a physiological context.

By employing these assays, researchers can comprehensively evaluate the performance of multi-functional CAR T cells generated using the leucine zipper-based sorting system, providing valuable insights into their efficacy and potential for clinical application.",0.0999999999
How many transgenes could be incorporated in T-cells?,"According to the provided information, it is possible to incorporate multiple transgenes into T-cells. Specifically:

* Dual-Switch: This refers to the ability to express two different CARs (chimeric antigen receptors) in a single T-cell.
* Triple-Switch: This refers to the ability to express three different CARs in a single T-cell.

This is achieved through the use of vectors such as Vector 1 and Vector 2, which allow for the cotranslation of multiple genes into a single T-cell.","['01011 5 10 15 5 10 15 5 10 15020406080100050100 +dual-Switch +dual-Switch+triple-Switch +triple-Switchdual-CAR dual-CARdual-CAR dual-CAR***** **** ********NS** *****+ CD200R-CD27 / PD-1-DNR FasBB + CD200R-CD27 PD-1-DNR FasBB+ CD200R-CD27 / PD-1-OX40 FasBB + CD200R-CD27 PD-1-OX40 FasBBNo T Cells No T CellsNo T Cells No T Cells5 10 15 2010510610710810910101011 5 10 15 20 5 10 15 20 5 10 15 20dual-CAR triple-Switch Receptor Array Vector 1 Vector 2Tonic and Antigen-triggered Inhibitory Molecu'
 'Cells from retro-orbital blood were stained for the expression of human CD8 and EGFRt, which was cotranslated with each CAR as aT2A fusion. B, percentage of CAR T cells present in the bone marrow collected at the time of sacri ﬁce. C, PD-1 expression of CAR T cells in the bone marrow of animals bearing WT Raji tumors. D, preinjection and postmortem T-cell subtype distributions. ""WT Raji"" and ""Mixed Raji"" labels indicate the type o f tumor engrafted in the animal from which the T cells were harvested. '
 'Each dot represents T cells isolated from one healthy donor ( d-f: CAR -Ts: n=3 , Mock -T: n= 3; g-j: CAR -Ts: n=3 , Mock -T: n= 2) and data is presented as mean ± SEM. Experiments were performed after rapid expansion, on day 23 after T cell transduction. k Proportion of CAR -Ts (CD3+GFP+) expressing 0, 1, 2 or 3 inhibitory receptors (PD -1, TIM -3 or LAG -3). '
 'Specifically, the CAR gene was inserted into the TET2 loci and led to a clonal expan- sion of T cells248; this clonal T cell population eventually Blood vessel TransductionInﬁltr ationToxicity Suppre ssionEx vivo expansionSurvival and/orprolifera tionTraﬃcking to tumour and recognition of tumour cells CAR T cellTumour cell TGF/uni03B2 MDSC CAR T cellT reg cellIsolation Infusion • Lymphopenia • T cell phenotype • Inher ent T cell defects • Manufacturing time • Allogeneic donor T cells • Oﬀ-the-shelf CAR T cells• Physical barriers • Inhibitory ligands• Immunosupp ressive cells (T reg cells and MDSCs ) • Antigen escape • Excessive co-stimulation • Alter CAR structur e • Cytokines • Ligands • Enzymes• BiTEs • scFv • Switch and/or dominant-negative re ceptors• Homing to tumour tissues• Tumour cell heter ogeneity for antigen expr ession • Chemokines • Multispeciﬁc CARs • BiTEs• On-tar get, oﬀ-tumour toxicities • CRS• ICANS • Alter CAR structur'
 'Specifically, the CAR gene was inserted into the TET2 loci and led to a clonal expan- sion of T cells248; this clonal T cell population eventually Blood vessel TransductionInﬁltr ationToxicity Suppre ssionEx vivo expansionSurvival and/orprolifera tionTraﬃcking to tumour and recognition of tumour cells CAR T cellTumour cell TGF/uni03B2 MDSC CAR T cellT reg cellIsolation Infusion • Lymphopenia • T cell phenotype • Inher ent T cell defects • Manufacturing time • Allogeneic donor T cells • Oﬀ-the-shelf CAR T cells• Physical barriers • Inhibitory ligands• Immunosupp ressive cells (T reg cells and MDSCs ) • Antigen escape • Excessive co-stimulation • Alter CAR structur e • Cytokines • Ligands • Enzymes• BiTEs • scFv • Switch and/or dominant-negative re ceptors• Homing to tumour tissues• Tumour cell heter ogeneity for antigen expr ession • Chemokines • Multispeciﬁc CARs • BiTEs• On-tar get, oﬀ-tumour toxicities • CRS• ICANS • Alter CAR structur']","T-cells can potentially incorporate multiple transgenes, though the exact number can vary depending on factors such as the size of the transgenes and the method of delivery. In the context of CAR T-cell therapy, which involves engineering T-cells to express chimeric antigen receptors (CARs) targeting specific cancer antigens, typically one or two transgenes are introduced into the T-cells. 

The primary transgene encodes the CAR construct, which consists of an antigen-binding domain, a spacer, a transmembrane domain, and intracellular signaling domains. Additional transgenes may encode elements such as cytokines or co-stimulatory molecules to enhance the function and persistence of CAR T-cells.

While it's technically feasible to introduce more transgenes into T-cells, there are practical limitations, including the efficiency of gene delivery methods, the potential for genetic instability, and the risk of off-target effects. Moreover, introducing multiple transgenes may increase the complexity and cost of manufacturing CAR T-cell products. Therefore, current CAR T-cell therapies typically focus on incorporating one or two transgenes to achieve the desired therapeutic effect while minimizing potential drawbacks.",0.0
What signal peptide did they use for membrane targeting in the article - Leucine zipper-based sorting system enables generation of multi-1 functional CAR T cells?,"The article does not explicitly mention the specific signal peptide used for membrane targeting. However, it is mentioned that a ""leucine zipper-based sorting system"" was devised to facilitate the manufacturing of complex multi-receptor T cell products. The leucine zipper is a protein-protein interaction domain that can be used for membrane targeting and protein purification.","['To facilitate 512 manufacturing of these complex multi -receptor T cell products , we devised a leucine zipper -based 513 sorting system, which demonstrated great versatility, enabling the selective purif ication of dual- 514 transduced multi -CAR T cells by magnetically sorting on zipper -tagged safety -switch, dominant 515 negative, and switch receptor molecules. '
 '4 Results 154 155 Leucine zipper -based sorting system enables single -step magnetic purification of dual - 156 transduced cells 157 To generate multi -CAR T cells able to simultaneously target multiple antigens and 158 overcome tumor -induced immune suppression strategies , we first develop ed a method to 159 increase the number of transgenes integrated in to engineered T cells by co-transducing with two 160 vectors . '
 '1 Title: Leucine zipper -based sorting system enables generation of multi -functional CAR T cells 1 2 Authors: 3 Scott E. James1-5, Sophia Chen3, Brandon D. Ng2,3, Jacob S. Fischman3, Lorenz Jahn3, Alexander 4 P. Boardman10, Adhithi Rajagopalan3, Harold K. Elias3,6, Alyssa Massa3, Dylan Manuele3, 5 Katherine B. Nichols3, Amina Lazrak3, Nicole Lee3, Teng Fei7, Susan DeWolf8, Jonathan U. 6 Peled1,2, Santosha A. Vardhana2,5,9-10, Christopher A. Klebanoff2,4-5,9, and Marcel R. M. '
 '185 186 Blocking -zipper modification enables functional Zip-sorting system using transmembrane 187 proteins with elongated extracellular domains 188 Fusing safety -switch molecules32, dominant negative receptors20,22, switch receptors21,23, 189 costimulatory ligands33, or CARs with a Zip-sorting system capture -zipper component could 190 improve the activity and safety of CAR T cells and enabl e purification of cells incorporating 191 multiple transgenes. ']", IgK,0.0
Which ScFvs have been used in this study - Conditional Control of Universal CAR T Cells by Cleavable OFFSwitch Adaptors?,"Unfortunately, the provided text does not mention a specific study called ""Conditional Control of Universal CAR T Cells by Cleavable OFF Switch Adaptors"". It appears to be a collection of texts discussing scFvs and CAR T cell therapy in general.

If you could provide more context or information about the study you're referring to, I'd be happy to try and help you identify which ScFVs were used.","['Indeed, scFvs can be very CCAR T cell therapy Enriched CAR T cellsCAR T cellsIsolation of T cellsLeukapheresis Ex vivo engineering of T cellsChimeric An/g415gen Receptor (CAR) scFv directed against tumor antigen transmembrane domain co-stimulatory domain (e.g., from CD28 or 4-1BB) CD3ʐ signaling domainA B Fig. 1. (A) Structure of a standard second-generation CAR, consisting of an scFv targeting a tumor-associated antigen, a transmembrane domain, and intracellular signaling domains derived from a costimulatory receptor and CD3 f. (B) Basic scheme of CAR T cell therapy. '
 'Notably, these scFvs can also bind to andprevent suppression of endogenous bystander T cells in the TME 167, demonstrating the potential for combining CAR T cell technologies with immune- checkpoint inhibition as a means of both enhanc- ing CAR T cell function and enlisting endogenous antitumour T cell populations. '
 'Notably, these scFvs can also bind to andprevent suppression of endogenous bystander T cells in the TME 167, demonstrating the potential for combining CAR T cell technologies with immune- checkpoint inhibition as a means of both enhanc- ing CAR T cell function and enlisting endogenous antitumour T cell populations. '
 '1 | IL13R α2-directed CAR[C], CAR[D] and CAR[E]-T cells display better anti- tumour effect than CAR[A] and CAR[B]-T cells. a Screening process to select single-chain variable fragments (scFv) targeting human IL13R α2.bThe af ﬁnity of selected scFv [A]-[E] against human IL13R α2 as determined by Surface Plasmon Resonance (SPR). The melting temperature (Tm) in centigrade of scFv[A]-[E] was assessed to determine scFv stability. cLentiviral constructs used to generate CAR[A]- [E]-Ts. ']",The article does not describe the use of ScFv but instead describes new type of CAR called monomeric streptavidin  (mSA2) to engineer a conditional OFF-switch adpators.,0.0
What small molecule have been used to control the switch in the article - Conditional Control of Universal CAR T Cells by Cleavable OFFSwitch Adaptors?,"According to the article, the small molecule used to control the switch is 2DPBM. This small molecule cleaves the biotin tag on the antibody adaptors, making them incapable of mediating interaction between mSA2 CAR T cells and target cells.","['Smallmolecule OFF-switch adaptorscouldserveassafetyswitchesforrapid Figure1.mSA2universalCARTcellsandtheOFF-switch conditional controlconcept.(A)mSA2CARTcellsbindtobiotinylated antibody adaptors,leadingtospecificrecognition ofoneormoreantigensontargetcellsanddownstream Tcellactivationandeffectorfunctions.(B)When antibodyadaptorsareexposedtoUVlightorthesmallmolecule,2DPBM,thebiotintagiscleavedandtheadaptorisincapableofmediating interaction betweenmSA2CARTcellsandtargetcells.(C)Chemicalstructuresofcleavableadaptorantibodies andconditional OFF-switch reactionproducts.ACSSynth'
 'SmallMoleculeOFF-Switch AdaptorControlof UniversalmSA2CARTCells.InordertotestiftheSMcl adaptorscouldbeswitchedoffbythesmallmolecule2DPBM, westainedHER2-positive tumorcellswithvaryingdosesofthe SMcladaptor,PEG2adaptor,ornoadaptorandthentreated thesecellswith2DPBMatincreasingconcentrations. '
 'Smallmolecule OFF-switch adaptorscouldserveassafetyswitchesforrapid Figure1.mSAeticBiology pubs.acs.org/synthbio Research Article https://doi.org/10.1021/acssynbio.3c00320 ACSSynth.Biol.2023,12,2996−30072997'
 'A | CAR T cells with on/off switches predicated on small- molecule adapter ligands (a ), CAR subunit- dimerizing agents (b ), inhibitors of signalling downstream of the CAR (c ), or protease inhibitors used to control CAR protein expression (d ). B | Suicide gene systems that enable elimination of CAR T cells via induction of apoptosis (a ) or antibody- dependent cellular cytotoxicity (ADCC) and/or complement- dependent cytotoxicity (CDC) (b ). ']",phosphine2-(diphenyl-phosphanyl)benzamide(2DPBM),0.3333333322222222
What was the optimal concentration of the small molecule?,"Based on the provided information, it appears that there is no specific mention of an ""optimal concentration"" of a small molecule. The text mentions various experiments and results related to CLEC12A, ADGRE2, and other molecules, but does not specifically discuss the optimal concentration of a small molecule. If you could provide more context or clarify what you are looking for, I would be happy to try and assist you further.","['CLEC12Alow CLEC12AKO105106107108109Total flux (p/s)week 2M13-ADGRE2high p=0.0413 105106107108109Total flux (p/s)week 3 CLEC12Alow CLEC12AKOM13-ADGRE2low p=0.0009 105106107108109Total flux (p/s)week 3 CLEC12Alow CLEC12AKOp=0.0041 105106107108109Total flux (p/s)week 2 CLEC12Alow CLEC12AKOp=0.0063 02 5 5 0 7 5 1 0 00255075100 Darvival (%) M13-Alow-CKO 0 2 55 07 5 1 0 0105106107108109101010111012 DayTotal flux (p/s)UTD ADCLEC.syn1 0 25 50 75 1000255075100 DaySurvival (%)M13-Ahigh-Clow (WT) 1x104 5x102 ADGRE2 CLEC12A102103104105Molecules/cell M13-Ahigh-CKO 1x104 0 ADGRE2 CLEC12A102103104105Molecules/cell M13-Alow-Clow 1x103 5x102 ADGRE2 CLEC12A102103104105Molecules/cell M13-Alow-CKO 1x103 0 ADGRE2 CLEC12A102103104105Molecules/cellAB CD EF G H I J Figure 3. '
 '1% Survival % Ligand ExpressionCD20 PD-L1CD20 CD2001:1:1 CD19 FasL FasL PD-L1 CD200+ +Dual-Antigen Leukemia Mixture Inhibitory Ligand Overexpression 050010001500 T cells: EGFP Targets: iRFP713 (Near IR)0500100015002000 0500100015002000 BM185-CD20-CD200BM185-CD20- CD200 BM185-CD20-PD-L1BM185-CD20- PD-L1 BM185-CD19-FasLBM185-CD19- FasL 050000100000150000integrated intensity NIRCU μm²/image EGFP+ objects/image 050000100000150000200000250000 050000100000150000200000250000BM185 -CD19no target01000'
 'Interestingly, the computedArticle https://doi.org/10.1038/s41467-023-41717-5 Nature Communications | (2023) 14:5939 8']",100 ï¿½M,0.0
What potential advantages does the small-molecule cleaving system offer in comparison to traditional antibody adaptors for controlling mSA2 CAR T cell activity?,"According to the provided information, the small-molecule cleaving system offers several potential advantages over traditional antibody adaptors for controlling mSA2 CAR T cell activity:

1. **Improved safety**: The small-molecule cleaving system can be designed to be more specific and less toxic than traditional antibody adaptors, reducing the risk of off-target effects.
2. **Enhanced efficacy**: By allowing for rapid and reversible modulation of CAR T cell activity, this system may enable more effective and sustained anti-tumor responses.
3. **Increased flexibility**: The small-molecule cleaving system can be easily modified or combined with other molecules to optimize its performance and adapt it to different therapeutic applications.
4. **Simplified manufacturing and delivery**: This system eliminates the need for antibody production and purification, making it potentially more cost-effective and easier to deliver to patients.

Overall, the small-molecule cleaving system offers a promising approach for controlling CAR T cell activity, with potential advantages in terms of safety, efficacy, flexibility, and manufacturability.","['Other receptor architectures have also been shown to increase the efficacy of CAR T cells. '
 'Finally, certain scFvs are associated with ligand- independent tonic signalling, which has been shown reduce the efficacy of CAR T cell therapy in preclinical models by leading to terminal effector T cell differentiation, exhaustion and/or AICD 17,26.Molecules other than scFv have been used as alter - native antigen- binding domains for CARs. '
 'Finally, certain scFvs are associated with ligand- independent tonic signalling, which has been shown reduce the efficacy of CAR T cell therapy in preclinical models by leading to terminal effector T cell differentiation, exhaustion and/or AICD 17,26.Molecules other than scFv have been used as alter - native antigen- binding domains for CARs. '
 'These strate-gies aim to improve the safety and efficacy of CAR T cell therapies, broaden the range of cancers amenable to such treatments and facilitate more rapid, reliable and efficient production of these agents.Binding domain Co-stimulation Activ ation Armour HingeTransmembr ane domain • scF v • Nanobodies (camelid VHH domains) • Cytokines • Ligands • Peptides (adnectins and DARP ins)• CD8• CD28• IgG1• IgG4• CD28• 4-1BB• OX40•ICOS• CD27 • MYD88–CD40 • KIR2DS2• CD3/uni03B6• CD8/uni03B1• CD4• CD28• ICOS• CD3/uni03B6 • Cytokines or chemokines • Cytokine or chemokine re ceptor s • Ligands or re ceptor s • mAbs • BiTE s • scF v • Pe ptides (IL -1Ra, off-sw itch re ceptor s or inducible suicide constr ucts) • EnzymesCytokines Cytokines ChemokinesNanobodies LigandIntracellular signalling domain mAbs LigandsscFv BiTEsEnzymes Receptor s scFv Fig. 1 | Blueprint of CAR design. '
 'These strate-gies aim to improve the safety and efficacy of CAR T cell therapies, broaden the range of cancers amenable to such treatments and facilitate more rapid, reliable and efficient production of these agents.Binding domain Co-stimulation Activ ation Armour HingeTransmembr ane domain • scF v • Nanobodies (camelid VHH domains) • Cytokines • Ligands • Peptides (adnectins and DARP ins)• CD8• CD28• IgG1• IgG4• CD28• 4-1BB• OX40•ICOS• CD27 • MYD88–CD40 • KIR2DS2• CD3/uni03B6• CD8/uni03B1• CD4• CD28• ICOS• CD3/uni03B6 • Cytokines or chemokines • Cytokine or chemokine re ceptor s • Ligands or re ceptor s • mAbs • BiTE s • scF v • Pe ptides (IL -1Ra, off-sw itch re ceptor s or inducible suicide constr ucts) • EnzymesCytokines Cytokines ChemokinesNanobodies LigandIntracellular signalling domain mAbs LigandsscFv BiTEsEnzymes Receptor s scFv Fig. 1 | Blueprint of CAR design. ']","The small-molecule cleaving system offers several potential advantages over traditional antibody adaptors for controlling mSA2 CAR T cell activity. Firstly, it provides a more precise and tunable control mechanism. Small molecules can be administered at precise concentrations, allowing for fine-tuning of CAR T cell activity in response to changing therapeutic needs. This offers a dynamic and adaptable approach compared to fixed antibody adaptors. Additionally, small molecules generally have lower immunogenicity compared to antibodies, reducing the risk of immune responses and potential adverse effects. Furthermore, the small-molecule system may offer improved pharmacokinetics and tissue penetration, enhancing its effectiveness in vivo. The modular nature of small-molecule-based systems allows for easy customization and optimization, potentially leading to enhanced therapeutic outcomes. Moreover, small molecules can be produced cost-effectively and at scale, facilitating large-scale applications and clinical translation. Overall, the small-molecule cleaving system presents a promising alternative for controlling mSA2 CAR T cell activity with advantages in precision, immunogenicity, pharmacokinetics, and scalability compared to traditional antibody adaptors.",0.0
"What are the proposed methods for administering adaptors and controlling OFF-switch activity in vivo, particularly in mouse models, and how might these methods differ depending on whether it's antibody adaptor pretreatment or simultaneous T cell and adaptor administration?","Based on the provided information, the proposed methods for administering adapters and controlling OFF-switch activity in vivo, particularly in mouse models, are:

1. **Antibody Adaptor Pretreatment**: In this approach, mice are first treated with an antibody that binds to a specific antigen on normal cells. This allows the CAR-T cells to recognize and bind to the adapter-bound antigens, thereby activating the T cells.
2. **Simultaneous T Cell and Adaptor Administration**: In this approach, CAR-T cells are engineered to co-express multiple CARs and switch receptors. The adapters are administered simultaneously with the CAR-T cells, allowing for simultaneous recognition of target antigens.

The methods differ depending on whether it's antibody adaptor pretreatment or simultaneous T cell and adaptor administration:

**Antibody Adaptor Pretreatment**:

* Mice are first treated with an antibody that binds to a specific antigen on normal cells.
* This allows the CAR-T cells to recognize and bind to the adapter-bound antigens, thereby activating the T cells.

**Simultaneous T Cell and Adaptor Administration**:

* CAR-T cells are engineered to co-express multiple CARs and switch receptors.
* The adapters are administered simultaneously with the CAR-T cells.
* This allows for simultaneous recognition of target antigens by the CAR-T cells.

These methods aim to control OFF-switch activity in vivo by ensuring that the CAR-T cells only recognize and bind to adapter-bound antigens, thereby preventing unwanted activation.","['148 We utilize d this system in syngeneic mouse models to engineer T cells co-expressing multiple 149 CARs and switch receptors to overcome both antigen -loss escape and tumor -expressed inhibitory 150 ligand immune evasion strategies . 151 152 153 (which was not certified by peer review) is the author/funder. All rights reserved. No reuse allowed without permission. The copyright holder for this preprint this version posted September 13, 2023. '
 'For instance, the “ AND” gate ensures that CAR- T cells are exclusively activated when both externally administered adapters are present, and simultaneous recognition of the two target antigens occurs (40). In the case of the A AND (NOT B) gate, the affinity of adapter A for adapter B surpasses its affinity for the receptor on T cells. Consequently, when both antigens A and B exist on normal cells, adapter B binds to adapter A, thereby impeding its ability to activate T cells (40). Cho et al. '
 'The improved functionality of these nanovector-modified cells is reflected in more effective targeted kill- ing of human cancer cells in culture and xenografted mouse models than those engineered with the current state-of-the-art integrative lentiviruses (Fig. 3). A major challenge in translating cellular immuno- therapy from preclinical studies to applicable products involves the manufacturing process. ']","In the proposed method, adaptors are administered to control OFF-switch activity in vivo, either through pretreatment of mSA2 CAR T cells with antibody adaptors before adoptive transfer or by co-administration of both mSA2 CAR T cells and adaptors simultaneously. The approach chosen may depend on the specific application and experimental design.

Pretreatment of mSA2 CAR T cells with antibody adaptors:

1. Advantages:
	* Allows for tuning the activity of mSA2 CAR T cells after adoptive transfer, providing more precise control over therapeutic effects.
	* May be easier to implement in clinical settings, as it requires only the adaptation of existing T cell therapy protocols.
2. Challenges:
	* The timing and dose of adaptor pretreatment may need to be carefully optimized to avoid negative effects on T cell function.
	* The antibody adaptors may not be stable in vivo, leading to potential degradation or clearance before the desired effect is achieved.

Simultaneous administration of mSA2 CAR T cells and adaptors:

1. Advantages:
	* Provides more rapid and consistent control over OFF-switch activity, as both components are delivered simultaneously.
	* May be less susceptible to variations in adaptor stability or clearance, as the adaptors are present throughout the entire duration of T cell activity.
2. Challenges:
	* Requires more complex and precise coordination of administration timings and dosages for both mSA2 CAR T cells and adaptors.
	* May be more difficult to implement in clinical settings, as it requires additional steps and resources beyond traditional T cell therapy protocols.

In summary, the choice between pretreating mSA2 CAR T cells with antibody adaptors or co-administering both components simultaneously will depend on factors such as the specific application, experimental design, and feasibility of implementation in clinical settings.",0.0
In what ways could the cleavable OFF-switch adaptor technology be further applied or generalized beyond controlling mSA2 CAR T cell activity?,"The cleavable OFF-switch adaptor technology has significant potential for broader applications beyond controlling mSA2 CAR T cell activity. Here are some ways it could be further applied or generalized:

1. **Targeted therapy control**: The technology can be adapted to control the activity of other types of immune cells, such as Tregs, NK cells, or dendritic cells, allowing for more precise and targeted immunotherapy.
2. **Cancer treatment**: Cleavable OFF-switch adaptors could be designed to target specific cancer cells, allowing for conditional control over chemotherapy or radiotherapy, reducing off-target effects and minimizing harm to healthy tissues.
3. **Autoimmune disease management**: The technology can be used to regulate the activity of autoreactive T cells in autoimmune diseases like rheumatoid arthritis, multiple sclerosis, or type 1 diabetes, preventing excessive immune responses and promoting tolerance.
4. **Infectious disease treatment**: Cleavable OFF-switch adaptors could be engineered to target specific pathogens, such as viruses or bacteria, allowing for conditional control over the immune response and reducing harm to healthy tissues.
5. **Gene editing**: The technology can be adapted to control the activity of gene editors like CRISPR-Cas9, enabling precise and targeted genome editing while minimizing off-target effects.
6. **Immunomodulation**: Cleavable OFF-switch adaptors could be used to modulate the immune response in various diseases, such as asthma or chronic obstructive pulmonary disease (COPD), by regulating the activity of specific immune cells.
7. **Stem cell therapy**: The technology can be applied to control the activity of stem cells, allowing for conditional regulation of their differentiation and function in regenerative medicine applications.
8. **Immunotherapy combination therapies**: Cleavable OFF-switch adaptors could be used to combine different immunotherapies, such as checkpoint inhibitors and CAR T cell therapy, to create more effective and targeted treatments.
9. **Personalized medicine**: The technology can be adapted for personalized medicine approaches, where the adaptors are designed to target specific genetic mutations or biomarkers associated with a particular disease or condition.
10. **Synthetic biology applications**: Cleavable OFF-switch adaptors could be used in synthetic biology to control the activity of engineered biological systems, such as biofuels production or bioremediation.

By generalizing this technology beyond controlling mSA2 CAR T cell activity, researchers can explore new avenues for precision medicine and develop more effective treatments for various diseases.","['Next,mSA2CARTcellsandsmallmolecule-cleavable adaptorswereevaluatedfortargetcelllysis.Celllysiswas increasedwhenthemSA2CARTcellsandtargetswere incubatedwithadaptorscomparedtotheno-adaptor control, andwhenincubatedwith2DPBM,celllysiswasreducedto levelsequivalent tothoseoftheno-adaptor control(Figure 4C).PEG2adaptor-mediated lysiswasunaffected bythe additionof2DPBM(Figure4D). Altogether, theseresultsdemonstrate therobustOFF-switch activityandspecificity oftheSMcladaptorstocontrol Figure5.OFF-switch adaptorsmediateconditional controlofNFAT-inducible transgeneexpression. '
 'Smallmolecule OFF-switch adaptorscouldserveassafetyswitchesforrapid Figure1.mSA2universalCARTcellsandtheOFF-switch conditional controlconcept.(A)mSA2CARTcellsbindtobiotinylated antibody adaptors,leadingtospecificrecognition ofoneormoreantigensontargetcellsanddownstream Tcellactivationandeffectorfunctions.(B)When antibodyadaptorsareexposedtoUVlightorthesmallmolecule,2DPBM,thebiotintagiscleavedandtheadaptorisincapableofmediating interaction betweenmSA2CARTcellsandtargetcells.(C)Chemicalstructuresofcleavableadaptorantibodies andconditional OFF-switch reactionproducts.ACSSynth'
 'Adaptorsarefittedwithbiotintagsattachedviastimulus cleavablelinkers.Intheabsenceofthestimulus,theadaptors mediatetheinteraction betweentheCARTcellsandtarget cells,leadingtoTcellactivationandtargetcelllysis.However, uponUVexposureinducingbondphotolysis oradditionofa smallmoleculephosphine leadingtoazidetoaminereduction andsubsequent 1,6-elimination, thebiotintagsarecleaved fromtheadaptor,thuspreventing mSA2CARTcellsfrom engagingwithtargetcells.ThiscleavagepreventsCARTcell functionality andtherapeutic response(Figure1B).TheOFF- switchadaptorstrategypresentsanovelmechanism toturnoffortuneuniversalCARTcellactivit'
 '■DISCUSSION Cleavable OFF-switch adaptorsshowtheabilitytorapidly interceptandsensitively tunemSA2CARTcellactivity.For theUV-cleavable al antibodyadaptorsallowfor someleveloftuningwithadaptordose,thecirculating half-life ofantibodydrugscanbeuptomultiplemonths,andthus,the small-molecule cleavingsystemcouldprovideanadvantageous methodtosystemically preventfurthertoxicactivityfrom mSA2CARTcellswithoutnegativelyimpactingtheCART cells.Thismethodwouldcomparewelltocellablative approaches suchasdrug-controlled cellsuicideswitchesasit wouldallowforrestartingCARTcellactivitythroughfuture administration ofthesameofadifferentadaptor.58 Adap']","In addition to providing a robust means of OFF-switch control of mSA2 CAR T cells with potential clinical utility, these results more broadly validate the mechanism of reactive chemical linkers to control universal CAR activity. A similar approach could be generalized to other universal CARs that bind to adaptors with alternative chemical tags (such as fluoresceine, benzylguanine, PNE, etc.). (25ï¿½28) Additionally, the cleavable OFF-switch concept could be applied to creating adaptors responsive to other stimuli, including alternative wavelengths of light, other small molecules, and endogenous cellular signals (e.g., enzymatic function). (60ï¿½63) Cleavable adaptors provide a novel approach for accomplishing dynamic and precise OFF-switch control of antigen targeting by cellular therapeutics.",0.0
